bells,bells,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
aquarium,,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
rough,,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
echo,,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
snooze,s n o o z e,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
lazy,l a z y,0,100,0.5,0,100,0.5,0,100,0.5,0,100,0.5
